date,year,month,team,customer,product,category,quantity,revenue,cost,profit
2023-01-01,2023,1,유통5팀,(주)청솔케미칼,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),240,2040000,1696823,343177
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),42,357000,292416,64584
2023-01-01,2023,1,유통3팀,범우하이텍,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),120,1020000,835474,184526
2023-01-01,2023,1,유통1팀,영진하이텍,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),60,510000,419259,90741
2023-01-01,2023,1,유통1팀,한성상사,SPECIALIST(Specialist 11oz Silicone 6ct),기타유제(상),12,102000,83852,18148
2023-01-01,2023,1,유통3팀,(주)대왕상사,SPECIALIST(T) 수입금지,기타유제(상),6,51000,36338,14662
2023-01-01,2023,1,유통3팀,(주) 성광종합상사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),18,153000,120432,32568
2023-01-01,2023,1,유통5팀,(주)제일종합상사웰딩,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),6,51000,40429,10571
2023-01-01,2023,1,유통1팀,뉴천일연마 주식회사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),12,102000,79870,22130
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),12,102000,79565,22435
2023-01-01,2023,1,유통3팀,범우하이텍,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),60,510000,397826,112174
2023-01-01,2023,1,유통5팀,수성상사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),12,102000,74780,27220
2023-01-01,2023,1,유통3팀,크레텍웰딩주식회사(CRETEC),SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),48,408000,318261,89739
2023-01-01,2023,1,유통2팀,행복나래 주식회사,SPECIALIST(white lithium grease 10oz 6ct CARB),기타유제(상),1,10000,9974,26
2023-01-01,2023,1,유통2팀,(주)이랜드이츠,용기(475ml),기타유제(상),180,108000,120549,-12549
2023-01-01,2023,1,유통3팀,(주)대왕상사,BEX NBR GLOVE(GRAY L),유통소비재(BEX)(상),4250,4675000,4955964,-280964
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,BEX NBR GLOVE(GRAY L),유통소비재(BEX)(상),150,165000,173746,-8746
2023-01-01,2023,1,영업지원팀,범우화학공업(주)양산,BEX NBR GLOVE(GRAY L),유통소비재(BEX)(상),100,110000,116291,-6291
2023-01-01,2023,1,유통3팀,재경상사,BEX NBR GLOVE(GRAY L),유통소비재(BEX)(상),200,220000,233221,-13221
2023-01-01,2023,1,유통3팀,(주)대왕상사,BEX NBR GLOVE(GRAY M),유통소비재(BEX)(상),1750,1925000,2088801,-163801
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,BEX NBR GLOVE(GRAY M),유통소비재(BEX)(상),50,55000,59290,-4290
2023-01-01,2023,1,유통5팀,개인판매(박승진),VEGEAQUA MASK(BEIGE L),유통소비재(BEX)(상),400,109092,98155,10937
2023-01-01,2023,1,유통5팀,다우접착테이프,VEGEAQUA MASK(BEIGE L),유통소비재(BEX)(상),1200,240000,279861,-39861
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,VEGEAQUA MASK(BEIGE L),유통소비재(BEX)(상),800,200000,190731,9269
2023-01-01,2023,1,유통5팀,신성약국,VEGEAQUA MASK(BEIGE L),유통소비재(BEX)(상),100,30000,24995,5005
2023-01-01,2023,1,유통2팀,태경플러스(주),VEGEAQUA MASK(BEIGE L),유통소비재(BEX)(상),25,7500,9103,-1603
2023-01-01,2023,1,유통5팀,다우접착테이프,VEGEAQUA MASK(BEIGE M),유통소비재(BEX)(상),1200,240000,256158,-16158
2023-01-01,2023,1,유통5팀,개인판매(박승진),VEGEAQUA MASK(BLACK L),유통소비재(BEX)(상),1700,440911,413635,27276
2023-01-01,2023,1,유통5팀,다우접착테이프,VEGEAQUA MASK(BLACK L),유통소비재(BEX)(상),2000,400000,466763,-66763
2023-01-01,2023,1,유통5팀,바른약국,VEGEAQUA MASK(BLACK L),유통소비재(BEX)(상),150,45000,37518,7482
2023-01-01,2023,1,유통5팀,삼도회계법인,VEGEAQUA MASK(BLACK L),유통소비재(BEX)(상),2000,700000,516962,183038
2023-01-01,2023,1,유통2팀,태경플러스(주),VEGEAQUA MASK(BLACK L),유통소비재(BEX)(상),125,37500,45528,-8028
2023-01-01,2023,1,유통5팀,개인판매(박승진),VEGEAQUA MASK(WHITE L),유통소비재(BEX)(상),600,154542,145778,8764
2023-01-01,2023,1,영업지원팀,개인판매(박영환),VEGEAQUA MASK(WHITE L),유통소비재(BEX)(상),1200,436364,309146,127218
2023-01-01,2023,1,유통5팀,다우접착테이프,VEGEAQUA MASK(WHITE L),유통소비재(BEX)(상),1200,240000,279997,-39997
2023-01-01,2023,1,영업지원팀,범우화학공업(주)시화,VEGEAQUA MASK(WHITE L),유통소비재(BEX)(상),500,125000,119787,5213
2023-01-01,2023,1,유통5팀,삼도회계법인,VEGEAQUA MASK(WHITE L),유통소비재(BEX)(상),2000,700000,516860,183140
2023-01-01,2023,1,유통5팀,신성약국,VEGEAQUA MASK(WHITE L),유통소비재(BEX)(상),300,90000,75020,14980
2023-01-01,2023,1,유통2팀,태경플러스(주),VEGEAQUA MASK(WHITE L),유통소비재(BEX)(상),25,7500,9106,-1606
2023-01-01,2023,1,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 BIKE CLEANER,유통소비재(BEX)(상),12,90000,70685,19315
2023-01-01,2023,1,유통1팀,(주)덕수케미칼,WD-40 BIKE(Dry),유통소비재(BEX)(상),60,426000,292719,133281
2023-01-01,2023,1,유통2팀,(주)씨엔모드,WD-40 BIKE(Dry),유통소비재(BEX)(상),60,286380,358942,-72562
2023-01-01,2023,1,유통2팀,(주)이마트,WD-40 BIKE(Dry),유통소비재(BEX)(상),84,527268,561354,-34086
2023-01-01,2023,1,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 BIKE(Dry),유통소비재(BEX)(상),12,85200,58290,26910
2023-01-01,2023,1,유통3팀,(주)대왕상사,WD-40 BIKE(Wet),유통소비재(BEX)(상),12,85200,60619,24581
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,WD-40 Bike Degreaser,유통소비재(BEX)(상),12,78000,53424,24576
2023-01-01,2023,1,유통5팀,(주)청솔케미칼,CT-21 1 KG(수성),유통소비재(BEX),600,2220000,2350748,-130748
2023-01-01,2023,1,유통3팀,범우하이텍,CT-21 1 KG(수성),유통소비재(BEX),624,2496000,2444453,51547
2023-01-01,2023,1,유통1팀,주식회사 계룡,CT-21 1 KG(수성),유통소비재(BEX),240,960000,998586,-38586
2023-01-01,2023,1,유통5팀,(주)청솔케미칼,CT-21 20 kg (수성),유통소비재(BEX),5,325000,341061,-16061
2023-01-01,2023,1,유통3팀,범우하이텍,CT-21 20 kg (수성),유통소비재(BEX),5,325000,336940,-11940
2023-01-01,2023,1,유통1팀,(주)덕수케미칼,WD-40 120ML,유통소비재(BEX),200,340000,298020,41980
2023-01-01,2023,1,유통5팀,(주)동신툴피아,WD-40 120ML,유통소비재(BEX),1000,1700000,1405272,294728
2023-01-01,2023,1,유통1팀,(주)부광케이씨,WD-40 120ML,유통소비재(BEX),600,1020000,894058,125942
2023-01-01,2023,1,유통2팀,(주)서브원,WD-40 120ML,유통소비재(BEX),20,32000,39344,-7344
2023-01-01,2023,1,유통2팀,(주)씨엔모드,WD-40 120ML,유통소비재(BEX),240,384000,472146,-88146
2023-01-01,2023,1,유통5팀,(주)에스엔더블유,WD-40 120ML,유통소비재(BEX),200,340000,301318,38682
2023-01-01,2023,1,유통1팀,(주)우리종합금속,WD-40 120ML,유통소비재(BEX),40,68000,63539,4461
2023-01-01,2023,1,유통1팀,(주)일신비츠온,WD-40 120ML,유통소비재(BEX),100,170000,149010,20990
2023-01-01,2023,1,유통5팀,(주)청솔케미칼,WD-40 120ML,유통소비재(BEX),400,680000,602633,77367
2023-01-01,2023,1,유통2팀,(주)하우플러스,WD-40 120ML,유통소비재(BEX),60,105000,122228,-17228
2023-01-01,2023,1,유통1팀,대명상사,WD-40 120ML,유통소비재(BEX),40,68000,59604,8396
2023-01-01,2023,1,유통1팀,디와이(DY)상사,WD-40 120ML,유통소비재(BEX),40,68000,59604,8396
2023-01-01,2023,1,유통3팀,범우하이텍,WD-40 120ML,유통소비재(BEX),400,680000,594009,85991
2023-01-01,2023,1,유통1팀,케미코,WD-40 120ML,유통소비재(BEX),20,34000,29801,4199
2023-01-01,2023,1,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 120ML,유통소비재(BEX),300,510000,445507,64493
2023-01-01,2023,1,유통2팀,행복나래 주식회사,WD-40 120ML,유통소비재(BEX),63,127260,136263,-9003
2023-01-01,2023,1,유통3팀,(주)대왕상사,WD-40 220ML,유통소비재(BEX),350,770000,690885,79115
2023-01-01,2023,1,유통1팀,(주)덕수케미칼,WD-40 220ML,유통소비재(BEX),420,924000,825268,98732
2023-01-01,2023,1,유통2팀,(주)돌비웨이,WD-40 220ML,유통소비재(BEX),525,1155000,1387431,-232431
2023-01-01,2023,1,유통1팀,(주)동명하이텍,WD-40 220ML,유통소비재(BEX),700,1540000,1375448,164552
2023-01-01,2023,1,유통5팀,(주)동신툴피아,WD-40 220ML,유통소비재(BEX),1050,2310000,1947910,362090
2023-01-01,2023,1,유통1팀,(주)부광케이씨,WD-40 220ML,유통소비재(BEX),4550,10010000,8940406,1069594
2023-01-01,2023,1,유통5팀,(주)에스엔더블유,WD-40 220ML,유통소비재(BEX),16310,35882000,32395972,3486028
2023-01-01,2023,1,유통1팀,(주)일신비츠온,WD-40 220ML,유통소비재(BEX),245,539000,481407,57593
2023-01-01,2023,1,유통2팀,(주)하우플러스,WD-40 220ML,유통소비재(BEX),70,154000,184990,-30990
2023-01-01,2023,1,유통1팀,뉴천일연마 주식회사,WD-40 220ML,유통소비재(BEX),175,385000,343862,41138
2023-01-01,2023,1,유통1팀,디와이(DY)상사,WD-40 220ML,유통소비재(BEX),1575,3465000,3094756,370244
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,WD-40 220ML,유통소비재(BEX),525,1155000,1028140,126860
2023-01-01,2023,1,유통3팀,범우하이텍,WD-40 220ML,유통소비재(BEX),2240,4928000,4386729,541271
2023-01-01,2023,1,유통1팀,상도상사,WD-40 220ML,유통소비재(BEX),350,770000,687724,82276
2023-01-01,2023,1,유통1팀,에이원케미칼,WD-40 220ML,유통소비재(BEX),175,385000,366139,18861
2023-01-01,2023,1,유통3팀,에이치제이(HJ)테이프,WD-40 220ML,유통소비재(BEX),175,385000,345442,39558
2023-01-01,2023,1,유통1팀,재현접착테이프,WD-40 220ML,유통소비재(BEX),70,154000,146455,7545
2023-01-01,2023,1,유통1팀,주식회사 계룡,WD-40 220ML,유통소비재(BEX),350,770000,732278,37722
2023-01-01,2023,1,유통1팀,주식회사 동아티앤에스,WD-40 220ML,유통소비재(BEX),1750,3850000,3438618,411382
2023-01-01,2023,1,영업지원팀,주식회사 협신,WD-40 220ML,유통소비재(BEX),70,154000,137729,16271
2023-01-01,2023,1,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 220ML,유통소비재(BEX),140,308000,274170,33830
2023-01-01,2023,1,유통2팀,태경플러스(주),WD-40 220ML,유통소비재(BEX),350,805000,1007261,-202261
2023-01-01,2023,1,유통2팀,행복나래 주식회사,WD-40 220ML,유통소비재(BEX),35,80500,94125,-13625
2023-01-01,2023,1,유통3팀,(주) 성광종합상사,WD-40 360ML,유통소비재(BEX),4800,14640000,12606694,2033306
2023-01-01,2023,1,유통3팀,(주)대왕상사,WD-40 360ML,유통소비재(BEX),5760,17568000,15128031,2439969
2023-01-01,2023,1,유통1팀,(주)덕수케미칼,WD-40 360ML,유통소비재(BEX),1920,5856000,5018642,837358
2023-01-01,2023,1,유통1팀,(주)동명하이텍,WD-40 360ML,유통소비재(BEX),240,732000,627329,104671
2023-01-01,2023,1,유통5팀,(주)동신툴피아,WD-40 360ML,유통소비재(BEX),12480,38064000,30721927,7342073
2023-01-01,2023,1,유통5팀,(주)백두종합상사,WD-40 360ML,유통소비재(BEX),4440,13542000,11736967,1805033
2023-01-01,2023,1,유통1팀,(주)부광케이씨,WD-40 360ML,유통소비재(BEX),1920,5856000,5018642,837358
2023-01-01,2023,1,유통2팀,(주)서브원,WD-40 360ML,유통소비재(BEX),360,1098000,1279280,-181280
2023-01-01,2023,1,유통1팀,(주)신개암,WD-40 360ML,유통소비재(BEX),1200,3660000,3348425,311575
2023-01-01,2023,1,유통2팀,(주)씨엔모드,WD-40 360ML,유통소비재(BEX),300,915000,1066065,-151065
2023-01-01,2023,1,유통5팀,(주)에스엔더블유,WD-40 360ML,유통소비재(BEX),720,2196000,1903290,292710
2023-01-01,2023,1,유통1팀,(주)우리종합금속,WD-40 360ML,유통소비재(BEX),3600,10980000,10045280,934720
2023-01-01,2023,1,유통5팀,(주)윈윈코리아,WD-40 360ML,유통소비재(BEX),960,2928000,2537722,390278
2023-01-01,2023,1,유통1팀,(주)일신비츠온,WD-40 360ML,유통소비재(BEX),1680,5124000,4391311,732689
2023-01-01,2023,1,유통5팀,(주)제일종합상사웰딩,WD-40 360ML,유통소비재(BEX),2400,7320000,6344307,975693
2023-01-01,2023,1,유통5팀,(주)청솔케미칼,WD-40 360ML,유통소비재(BEX),6240,19032000,16495195,2536805
2023-01-01,2023,1,유통3팀,(주)케이비원,WD-40 360ML,유통소비재(BEX),10560,32208000,27506447,4701553
2023-01-01,2023,1,유통2팀,국군복지단,WD-40 360ML,유통소비재(BEX),2657,5714965,8797741,-3082776
2023-01-01,2023,1,유통1팀,뉴천일연마 주식회사,WD-40 360ML,유통소비재(BEX),2640,8052000,6900632,1151368
2023-01-01,2023,1,유통1팀,대명상사,WD-40 360ML,유통소비재(BEX),1920,5856000,5018642,837358
2023-01-01,2023,1,유통3팀,대왕상사유통단지점,WD-40 360ML,유통소비재(BEX),3840,11712000,10085354,1626646
2023-01-01,2023,1,유통3팀,대왕종합상사 주식회사,WD-40 360ML,유통소비재(BEX),11520,35136000,30256064,4879936
2023-01-01,2023,1,유통3팀,대일테이프,WD-40 360ML,유통소비재(BEX),720,2196000,1891003,304997
2023-01-01,2023,1,유통5팀,대일포장,WD-40 360ML,유통소비재(BEX),240,732000,590805,141195
2023-01-01,2023,1,유통1팀,동진이코노(주),WD-40 360ML,유통소비재(BEX),13200,40260000,34503157,5756843
2023-01-01,2023,1,유통1팀,명선상사,WD-40 360ML,유통소비재(BEX),720,2196000,1881989,314011
2023-01-01,2023,1,영업지원팀,범우켐텍(주),WD-40 360ML,유통소비재(BEX),360,1062000,936596,125404
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,WD-40 360ML,유통소비재(BEX),7680,23424000,20004689,3419311
2023-01-01,2023,1,유통3팀,범우하이텍,WD-40 360ML,유통소비재(BEX),17280,52704000,45010549,7693451
2023-01-01,2023,1,영업지원팀,범우화인켐 주식회사,WD-40 360ML,유통소비재(BEX),168,495600,437078,58522
2023-01-01,2023,1,영업지원팀,범우화학공업(주)시화,WD-40 360ML,유통소비재(BEX),3240,9558000,8429357,1128643
2023-01-01,2023,1,유통1팀,상도상사,WD-40 360ML,유통소비재(BEX),360,1098000,940995,157005
2023-01-01,2023,1,유통1팀,상수산업,WD-40 360ML,유통소비재(BEX),1200,3660000,3136650,523350
2023-01-01,2023,1,유통1팀,상수상사,WD-40 360ML,유통소비재(BEX),1200,3660000,3136649,523351
2023-01-01,2023,1,유통1팀,에이원케미칼,WD-40 360ML,유통소비재(BEX),5040,15372000,14063394,1308606
2023-01-01,2023,1,유통3팀,에이치제이(HJ)테이프,WD-40 360ML,유통소비재(BEX),2880,8784000,7564016,1219984
2023-01-01,2023,1,유통5팀,웅케미칼,WD-40 360ML,유통소비재(BEX),120,366000,295404,70596
2023-01-01,2023,1,유통1팀,유선사,WD-40 360ML,유통소비재(BEX),720,2196000,1881989,314011
2023-01-01,2023,1,유통1팀,주식회사 계룡,WD-40 360ML,유통소비재(BEX),2400,7320000,6696855,623145
2023-01-01,2023,1,유통5팀,주식회사 신우,WD-40 360ML,유통소비재(BEX),1920,5856000,5075445,780555
2023-01-01,2023,1,유통3팀,주식회사 재호종합상사,WD-40 360ML,유통소비재(BEX),2640,8052000,6876611,1175389
2023-01-01,2023,1,유통5팀,주식회사 프로툴,WD-40 360ML,유통소비재(BEX),4320,13176000,10634513,2541487
2023-01-01,2023,1,영업지원팀,주식회사 협신,WD-40 360ML,유통소비재(BEX),960,2928000,2512838,415162
2023-01-01,2023,1,유통5팀,지원,WD-40 360ML,유통소비재(BEX),480,1464000,1181612,282388
2023-01-01,2023,1,유통5팀,창성종합포장상사,WD-40 360ML,유통소비재(BEX),192,643200,517184,126016
2023-01-01,2023,1,유통1팀,케미코,WD-40 360ML,유통소비재(BEX),840,2562000,2195655,366345
2023-01-01,2023,1,유통3팀,크레텍웰딩주식회사(CRETEC),WD-40 360ML,유통소비재(BEX),5760,17568000,15003517,2564483
2023-01-01,2023,1,유통2팀,태경플러스(주),WD-40 360ML,유통소비재(BEX),480,1584000,1891478,-307478
2023-01-01,2023,1,유통1팀,한양상사,WD-40 360ML,유통소비재(BEX),960,2928000,2509320,418680
2023-01-01,2023,1,유통2팀,행복나래 주식회사,WD-40 360ML,유통소비재(BEX),480,1526400,1734770,-208370
2023-01-01,2023,1,유통3팀,(주) 성광종합상사,WD-40 360ml(SS),유통소비재(BEX),5760,18144000,16019729,2124271
2023-01-01,2023,1,유통3팀,(주)대왕상사,WD-40 360ml(SS),유통소비재(BEX),1920,6048000,5339910,708090
2023-01-01,2023,1,유통1팀,(주)대전접착테이프,WD-40 360ml(SS),유통소비재(BEX),1920,6048000,5665037,382963
2023-01-01,2023,1,유통1팀,(주)덕수케미칼,WD-40 360ml(SS),유통소비재(BEX),1920,6048000,5315086,732914
2023-01-01,2023,1,유통2팀,(주)돌비웨이,WD-40 360ml(SS),유통소비재(BEX),600,1890000,2243257,-353257
2023-01-01,2023,1,유통1팀,(주)동명하이텍,WD-40 360ml(SS),유통소비재(BEX),960,3024000,2657543,366457
2023-01-01,2023,1,유통5팀,(주)동신툴피아,WD-40 360ml(SS),유통소비재(BEX),9600,30240000,25066573,5173427
2023-01-01,2023,1,유통5팀,(주)백두종합상사,WD-40 360ml(SS),유통소비재(BEX),1320,4158000,3694453,463547
2023-01-01,2023,1,영업지원팀,(주)범우 시화공장,WD-40 360ml(SS),유통소비재(BEX),2880,8784000,7937775,846225
2023-01-01,2023,1,영업지원팀,(주)범우 양산공장,WD-40 360ml(SS),유통소비재(BEX),1440,4392000,3968888,423112
2023-01-01,2023,1,유통3팀,(주)범우켐,WD-40 360ml(SS),유통소비재(BEX),1200,3780000,3337445,442555
2023-01-01,2023,1,유통1팀,(주)부광케이씨,WD-40 360ml(SS),유통소비재(BEX),2640,8316000,7308242,1007758
2023-01-01,2023,1,유통2팀,(주)서브원,WD-40 360ml(SS),유통소비재(BEX),384,1209600,1435685,-226085
2023-01-01,2023,1,유통1팀,(주)신개암,WD-40 360ml(SS),유통소비재(BEX),720,2268000,2124389,143611
2023-01-01,2023,1,유통2팀,(주)씨엔모드,WD-40 360ml(SS),유통소비재(BEX),780,2457000,2916235,-459235
2023-01-01,2023,1,유통5팀,(주)에스엔더블유,WD-40 360ml(SS),유통소비재(BEX),960,3024000,2686876,337124
2023-01-01,2023,1,유통1팀,(주)우리종합금속,WD-40 360ml(SS),유통소비재(BEX),10320,32508000,30449572,2058428
2023-01-01,2023,1,유통5팀,(주)우진접착제,WD-40 360ml(SS),유통소비재(BEX),240,756000,626665,129335
2023-01-01,2023,1,유통5팀,(주)윈윈코리아,WD-40 360ml(SS),유통소비재(BEX),1920,6048000,5373751,674249
2023-01-01,2023,1,유통1팀,(주)일신비츠온,WD-40 360ml(SS),유통소비재(BEX),8664,27291600,23984322,3307278
2023-01-01,2023,1,유통5팀,(주)제일종합상사웰딩,WD-40 360ml(SS),유통소비재(BEX),5280,16632000,14777816,1854184
2023-01-01,2023,1,유통5팀,(주)청솔케미칼,WD-40 360ml(SS),유통소비재(BEX),7440,23436000,20823287,2612713
2023-01-01,2023,1,유통3팀,(주)케이비원,WD-40 360ml(SS),유통소비재(BEX),12480,39312000,34430784,4881216
2023-01-01,2023,1,유통2팀,(주)하우플러스,WD-40 360ml(SS),유통소비재(BEX),480,1512000,1794606,-282606
2023-01-01,2023,1,유통2팀,개인판매(임직원),WD-40 360ml(SS),유통소비재(BEX),28,102600,119804,-17204
2023-01-01,2023,1,유통1팀,뉴천일연마 주식회사,WD-40 360ml(SS),유통소비재(BEX),3360,10584000,9301399,1282601
2023-01-01,2023,1,유통1팀,대명상사,WD-40 360ml(SS),유통소비재(BEX),480,1512000,1328772,183228
2023-01-01,2023,1,유통5팀,대성접착테이프,WD-40 360ml(SS),유통소비재(BEX),1920,6048000,5013315,1034685
2023-01-01,2023,1,유통3팀,대왕상사유통단지점,WD-40 360ml(SS),유통소비재(BEX),1920,6048000,5339909,708091
2023-01-01,2023,1,유통3팀,대왕종합상사 주식회사,WD-40 360ml(SS),유통소비재(BEX),5760,18144000,16019729,2124271
2023-01-01,2023,1,유통3팀,대일테이프,WD-40 360ml(SS),유통소비재(BEX),1440,4536000,4004933,531067
2023-01-01,2023,1,유통5팀,대일포장,WD-40 360ml(SS),유통소비재(BEX),360,1134000,939996,194004
2023-01-01,2023,1,유통1팀,동진이코노(주),WD-40 360ml(SS),유통소비재(BEX),1560,4914000,4318506,595494
2023-01-01,2023,1,유통1팀,디와이(DY)상사,WD-40 360ml(SS),유통소비재(BEX),840,2898000,2365082,532918
2023-01-01,2023,1,유통1팀,럭키케미칼,WD-40 360ml(SS),유통소비재(BEX),3360,10584000,9301399,1282601
2023-01-01,2023,1,영업지원팀,범우켐엔지니어링(주),WD-40 360ml(SS),유통소비재(BEX),240,732000,661480,70520
2023-01-01,2023,1,영업지원팀,범우켐텍(주),WD-40 360ml(SS),유통소비재(BEX),120,366000,330741,35259
2023-01-01,2023,1,유통3팀,범우하이테크 주식회사,WD-40 360ml(SS),유통소비재(BEX),5760,18144000,15891132,2252868
2023-01-01,2023,1,유통3팀,범우하이텍,WD-40 360ml(SS),유통소비재(BEX),15360,48384000,42376348,6007652
2023-01-01,2023,1,영업지원팀,범우화인켐 주식회사,WD-40 360ml(SS),유통소비재(BEX),9408,28694400,25930066,2764334
2023-01-01,2023,1,영업지원팀,범우화학공업(주)시화,WD-40 360ml(SS),유통소비재(BEX),7440,22692000,20505917,2186083
2023-01-01,2023,1,유통1팀,상도상사,WD-40 360ml(SS),유통소비재(BEX),2016,6350400,5580839,769561
2023-01-01,2023,1,유통1팀,상수상사,WD-40 360ml(SS),유통소비재(BEX),1200,3780000,3321929,458071
2023-01-01,2023,1,유통1팀,에이원케미칼,WD-40 360ml(SS),유통소비재(BEX),2880,9072000,8497555,574445
2023-01-01,2023,1,유통3팀,에이치제이(HJ)테이프,WD-40 360ml(SS),유통소비재(BEX),3840,12096000,10679819,1416181
2023-01-01,2023,1,유통5팀,웅케미칼,WD-40 360ml(SS),유통소비재(BEX),600,1890000,1566661,323339
2023-01-01,2023,1,유통5팀,월드케미칼,WD-40 360ml(SS),유통소비재(BEX),1200,3780000,3358596,421404
2023-01-01,2023,1,유통1팀,유선사,WD-40 360ml(SS),유통소비재(BEX),2520,7938000,6976051,961949
2023-01-01,2023,1,유통3팀,재경상사,WD-40 360ml(SS),유통소비재(BEX),840,2646000,2336210,309790
2023-01-01,2023,1,유통1팀,재현접착테이프,WD-40 360ml(SS),유통소비재(BEX),1440,4536000,4248778,287222
